author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,international scholars
1.1746E+18,2019-11-05 10:55:42+00:00, ,1.19167E+18,en,3,0,0,2, ,"International Conference on #carbon_nano_technology and #graphene is held on  march 16-17, 2020, at Singapore with all the #Scientists, #students, #research_scholars and interact with world＊s leading #scientists and #researchers.
 ??? ????: https://t.co/xfE0o1T4ij https://t.co/cKyyxrbZXC",international scholars
1.17979E+18,2019-11-04 15:06:31+00:00, ,1.19137E+18,en,0,0,0,1, ,RT @lpuuniversity: #LPU organized the "International Conference on Biosciences &amp; Biotechnology" (ICBB2019) themed around "Science For Commu＃,international scholars
76864514,2019-11-04 10:38:41+00:00, ,1.1913E+18,en,13,0,0,1, ,"#LPU organized the ""International Conference on Biosciences &amp; Biotechnology"" (ICBB2019) themed around ""Science For Community"" with renowned #Academicians, #Scientists, #Researchers &amp; scholars from India as well as other countries like USA, Australia, South Korea, Singapore, etc. https://t.co/7A8MtkLaHU",international scholars
9.42692E+17,2019-11-04 10:19:09+00:00, ,1.1913E+18,en,0,0,0,1, ,"RT @InnovationInfo4: International Conference on #carbon_nano_technology and #graphene is held on  march 16-17, 2020, at Singapore with all＃",international scholars
1.1746E+18,2019-11-04 10:18:13+00:00, ,1.1913E+18,en,2,0,0,1, ,"International Conference on #carbon_nano_technology and #graphene is held on  march 16-17, 2020, at Singapore with all the #Scientists, #students, #research_scholars and interact with world＊s leading #scientists and #researchers.
 ??? ????: https://t.co/p37MPUMqIB https://t.co/Ipprr8vzMM",international scholars
1.03812E+18,2019-11-03 08:26:16+00:00, ,1.19091E+18,en,0,0,0,1, ,RT @China__Focus: China and the United States should expand ties in areas including medical care and infrastructure in order to lessen futu＃,international scholars
9.20555E+17,2019-11-03 04:12:00+00:00, ,1.19084E+18,en,15,0,0,1, ,"China and the United States should expand ties in areas including medical care and infrastructure in order to lessen future trade tensions, politicians, scholars and business leaders said at an international symposium on China-U.S. relations in Singapore https://t.co/8Zrb6bsEao",international scholars
62620585,2019-11-01 20:25:08+00:00, ,1.19036E+18,en,4,0,0,1, ,ICYMI: The 2020 Singapore International Water Week Scholar Program is taking applications! The selected scholars will comprise the US delegation of utility leaders attending Singapore International Water Week: https://t.co/W7fuey47oE @NACWA @WaterResearch @WaterWeekSG https://t.co/DNE3gWF6Iy,international scholars
2403016908,2019-11-01 00:41:49+00:00, ,1.19007E+18,en,0,0,0,7, ,RT @XHNews: China and the United States should expand ties in areas including medical care and infrastructure in order to lessen future tra＃,international scholars
3065985109,2019-11-01 00:18:40+00:00, ,1.19006E+18,en,0,0,0,7, ,RT @XHNews: China and the United States should expand ties in areas including medical care and infrastructure in order to lessen future tra＃,international scholars
601984047,2019-12-10 04:43:47+00:00, ,1.20426E+18,en,0,0,0,2, ,RT @alaashehabi: Have spent a wonderful two days with @ssrc_org @acss_org &amp; scholars from Indian Ocean rim countries thinking about what ki＃,international scholars
20060060,2019-12-08 14:27:47+00:00, ,1.20368E+18,en,19,1,1,2, ,"Have spent a wonderful two days with @ssrc_org @acss_org &amp; scholars from Indian Ocean rim countries thinking about what kind of principles &amp; standards we need for equitable international research collaboration. Connecting Baluchistan, Kenya, India, Indonesia, Singapore, Bahrain. https://t.co/5gQkvIthon",international scholars
1.15735E+18,2020-01-28 21:25:38+00:00, ,1.22227E+18,en,1,0,0,0, ,"Christine has carried out wide-ranging national and international work on curriculum policy and teacher education, working with teachers, scholars and policy-makers in America, Australia, Singapore, Europe and the Middle East.",international scholars
1.1746E+18,2020-01-25 07:11:13+00:00, ,1.22097E+18,en,0,0,0,3, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
9.42692E+17,2020-01-25 06:41:08+00:00, ,1.22096E+18,en,0,0,0,3, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
1.1746E+18,2020-01-25 06:40:58+00:00, ,1.22096E+18,en,3,0,0,3, ,"International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all the #Scientists, #students, #research_scholars and different experts interface with world's driving #scientists and #researchers. 
graphene@infoconferences.com https://t.co/GJX2nkyDSd",international scholars
8.88419E+17,2020-01-24 08:09:39+00:00, ,1.22062E+18,en,0,0,0,0, ,"Submit your abstracts and get your works presented amidst the international scholars!
#fetalmedicineconference #ivf #maternity #motherhood #childbirth #endometriosis #gynecology #obstetrics #callforpapers #singapore #maternalfetalmedicine https://t.co/Iso6vGdtbZ",international scholars
454645641,2020-01-23 05:24:21+00:00, ,1.22022E+18,en,3,1,0,0, ,Join us in welcoming the Spring 2020 American Gilman scholars to Singapore. The Benjamin A. Gilman International Scholarship Program participants will be studying at various Singaporean universities for the next few months. #GilmanScholarship #ExchangeOurWorld #StudyAbroad https://t.co/RHi5Oivyx4,international scholars
1.12289E+18,2020-01-22 12:57:03+00:00, ,1.21997E+18,en,0,0,0,0, ,"ASIAN CIVILISATIONS MUSEUM   RESEARCH FELLOWSHIP GRANT 2020-2021 (Singapore)

Applications are invited from International scholars to apply for the Asian Civilisations Museum (ACM) Research Fellowships.

Details: https://t.co/ecTXlPMTq7

Deadline: Jan. 31.",international scholars
1.1746E+18,2020-01-22 09:55:30+00:00, ,1.21992E+18,en,0,0,0,2, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
9.42692E+17,2020-01-22 05:33:55+00:00, ,1.21986E+18,en,0,0,0,2, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
1.1746E+18,2020-01-22 05:33:37+00:00, ,1.21986E+18,en,2,0,0,2, ,"International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all the #Scientists, #students, #research_scholars and different experts interface with world's driving #scientists and #researchers. 
graphene@infoconferences.com https://t.co/Dk6KlRwAcG",international scholars
1.1746E+18,2020-01-21 07:02:49+00:00, ,1.21952E+18,en,0,0,0,2, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
9.42692E+17,2020-01-21 06:57:40+00:00, ,1.21951E+18,en,0,0,0,2, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
1.1746E+18,2020-01-21 06:56:51+00:00, ,1.21951E+18,en,2,0,0,2, ,"International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all the #Scientists, #students, #research_scholars and different experts interface with world's driving #scientists and #researchers. 
graphene@infoconferences.com https://t.co/oEQKtVBSKk",international scholars
1.1746E+18,2020-01-17 12:05:43+00:00, ,1.21814E+18,en,0,0,0,1, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
1.1746E+18,2020-01-17 12:05:29+00:00, ,1.21814E+18,en,1,0,0,1, ,"International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all the #Scientists, #students, #research_scholars and different experts interface with world's driving #scientists and #researchers. 
graphene@infoconferences.com https://t.co/mofsoiFDqb",international scholars
9.42692E+17,2020-01-09 05:49:19+00:00, ,1.21515E+18,en,0,0,0,1, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
1.1746E+18,2020-01-09 05:49:02+00:00, ,1.21515E+18,en,2,0,0,1, ,"International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all the #Scientists, #students, #research_scholars and different experts interface with world's driving #scientists and #researchers. 
graphene@infoconferences.com https://t.co/kriJQ1QpzC",international scholars
1.03699E+18,2020-02-27 13:07:05+00:00, ,1.23302E+18,en,0,0,0,0, ,CN Yang Scholars Program for International Students in Singapore 每?2020/2021. https://t.co/LpuzGDZ6nc https://t.co/XRcCeYpKkJ,international scholars
352317501,2020-02-23 18:02:00+00:00, ,1.23164E+18,en,1,0,0,0, ,"NTU Presidential Postdoctoral #Fellowships at Nanyang Technological University in Singapore: An opportunity for early-career scientists, engineers &amp; scholars looking to gain international experience in Asia. 

Due: March 31
https://t.co/2E7KmAAx3e",international scholars
1.12428E+18,2020-02-20 11:00:00+00:00, ,1.23045E+18,en,0,0,0,0, ,"The Grant Is For Candidates Who Wish To Apply For The Bachelor＊s Degree Coursework At The Nanyang Technical University 

#Studyprogram #Bachelorsdegree #Nanyangtechnicaluniversity
https://t.co/4GCNveM9EP https://t.co/NrZvTorTro",international scholars
1.02675E+18,2020-02-17 02:56:35+00:00, ,1.22924E+18,en,1,0,0,0, ,"February 17, 2020, Assoc. Prof. Prapat Wanitpongpan welcomed Prof. Ramanuj Dasgupta from Genome Institute of Singapore Cancer Therapeutics and Stratified Oncology, to serve as Siriraj International Visiting Scholars at Department of Pharmacology from February 17 - 21, 2020. #svs https://t.co/1oprKnfWan",international scholars
9.96789E+17,2020-02-15 15:32:32+00:00, ,1.2287E+18,en,0,0,0,0, ,"Scholarships: CN Yang Scholars Program for International Students at Nanyang Technical University, Singapore https://t.co/BF9uQ4Pihc via @Scholarship_com",international scholars
37114199,2020-02-15 01:57:34+00:00, ,1.2285E+18,en,1,0,0,0, ,"CN Yang Scholars Program for International Students at Nanyang Technical University, Singapore https://t.co/mEcLuSeKkn",international scholars
1.10103E+18,2020-02-15 00:53:29+00:00, ,1.22848E+18,en,0,0,0,0, ,"LATEST POST On HorllerGentle Blog, You Don't Wanna Miss This Opportunity:
CN Yang Scholars Program for International Students at Nanyang Technical University, Singapore
https://t.co/oaDKK3ud8Z

Kindly Share This Opportunity With Your Love Ones... Thanks

#job #... https://t.co/uRYr8QGBkW",international scholars
2935746858,2020-02-14 16:06:15+00:00, ,1.22835E+18,en,0,0,0,0, ,"CN Yang Scholars Program for International Students at Nanyang Technical University,?Singapore https://t.co/696cHhMZ0j",international scholars
9.42692E+17,2020-02-03 10:48:01+00:00, ,1.22428E+18,en,0,0,0,1, ,"RT @InnovationInfo4: International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all t＃",international scholars
1.1746E+18,2020-02-03 08:59:22+00:00, ,1.22426E+18,en,3,0,0,1, ,"International Conference on #carbon_nanotechnology and #graphene is hung on walk 16-17, 2020, at #Singapore with all the #Scientists, #students, #research_scholars and different experts interface with world's driving #scientists and #researchers. 
graphene@infoconferences.com https://t.co/9eNU9Ow1qi",international scholars
1.14963E+18,2020-06-17 11:38:27+00:00, ,1.27322E+18,en,0,0,0,3, ,"RT @SCS_news: ""An international webinar on prospects for a new bipolar world order and its impacts on Asia-Pacific took place on June 16, g＃",international scholars
505333760,2020-06-17 06:51:17+00:00, ,1.27315E+18,en,0,0,0,3, ,"RT @SCS_news: ""An international webinar on prospects for a new bipolar world order and its impacts on Asia-Pacific took place on June 16, g＃",international scholars
562298623,2020-06-17 06:34:42+00:00, ,1.27314E+18,en,6,0,0,3, ,"""An international webinar on prospects for a new bipolar world order and its impacts on Asia-Pacific took place on June 16, gathering leading scholars from Russia, China, Japan, the Republic of Korea, Singapore and Vietnam."" https://t.co/rg3wSZjkmX",international scholars
8.61837E+17,2020-08-11 07:00:10+00:00, ,1.29308E+18,en,0,0,0,0, ,"We're happy to announce the 2020 Hinrich Global Trade Leader Scholars for Lee Kuan Yew School of Public Policy at the National University of Singapore Master in International Affairs.

#HinrichScholars #LKYSPP #MIA https://t.co/QtIqjr56n3",international scholars
1.25861E+18,2020-09-20 23:30:46+00:00, ,1.30782E+18,en,0,0,0,0, ,"International students on Singapore bond unable to find jobs, desperate for help and answers |?Singapore https://t.co/mvel3PZQGV",international scholars
3313660000,2020-11-12 19:17:04+00:00, ,1.32697E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
9.67503E+17,2020-11-10 06:16:21+00:00, ,1.32605E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
1724553624,2020-11-10 06:00:03+00:00, ,1.32604E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
941401,2020-11-10 05:25:02+00:00, ,1.32603E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
9.87712E+17,2020-11-10 05:22:50+00:00, ,1.32603E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
20430497,2020-11-10 05:21:55+00:00, ,1.32603E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
52349626,2020-11-10 05:20:13+00:00, ,1.32603E+18,en,3,0,0,8, ,"§2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanities of National Taiwan University. Experts and scholars from Germany, Singapore, and Taiwan present #DigitalHumanities innovation research approaches. /mt https://t.co/HkPwfMBJGY https://t.co/iKWZONPBdi",international scholars
990447528,2020-12-05 15:23:17+00:00, ,1.33524E+18,en,0,0,0,0, ,"Many books were written with this slogan even. Yet, many critics and scholars argued that Singapore was not Third World when LKY took over. The above portraits were about the 1850s, and it just shows how well Singapore acted as an international/regional trading and commerce hub.",international scholars
52349626,2020-12-05 08:30:40+00:00, ,1.33514E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
329246702,2020-12-05 08:24:26+00:00, ,1.33514E+18,en,0,0,0,8, ,RT @StabiHH: §2020Digital Humanities Studies on International Medical Knowledge Workshop§ hosted by the Research Center for Digital Humanit＃,international scholars
208689513,2020-12-02 06:45:29+00:00, ,1.33403E+18,en,0,0,0,1, ,RT @latrobe: 'This is a once in a lifetime opportunity to step outside of my comfort zone and an experience I know will pave the way for my＃,international scholars
17053944,2020-12-02 03:39:05+00:00, ,1.33398E+18,en,3,0,0,1, ,"'This is a once in a lifetime opportunity to step outside of my comfort zone and an experience I know will pave the way for my future ambitions.' 

Hammad Shahin (Law/International Relations) will head to Singapore as one of our #NewColomboPlan scholars. https://t.co/fKH6feXCXF https://t.co/PeqlisE0wC",international scholars
1087443002,2020-12-01 05:59:18+00:00, ,1.33365E+18,en,0,0,0,0, ,"FYI International Relations scholars. Nice to see NUS took action swiftly here, but I'm so angry another senior scholar, this one in my own field, did this to a student. https://t.co/urSyAXlRhR",international scholars
2875077790,2021-01-22 15:15:52+00:00, ,1.35264E+18,en,0,0,0,3, ,RT @CBLP_Leeds: The @CBLP_Leeds's Prof. Gerard McCormack (@Law_Leeds) has joined the International Advisory Council of the Singapore Global＃,international scholars
1.24345E+18,2021-01-22 12:54:20+00:00, ,1.3526E+18,en,0,0,0,3, ,RT @CBLP_Leeds: The @CBLP_Leeds's Prof. Gerard McCormack (@Law_Leeds) has joined the International Advisory Council of the Singapore Global＃,international scholars
2989869037,2021-01-22 12:13:47+00:00, ,1.35259E+18,en,0,0,0,3, ,RT @CBLP_Leeds: The @CBLP_Leeds's Prof. Gerard McCormack (@Law_Leeds) has joined the International Advisory Council of the Singapore Global＃,international scholars
2541907903,2021-01-22 12:12:18+00:00, ,1.35259E+18,en,8,0,0,3, ,"The @CBLP_Leeds's Prof. Gerard McCormack (@Law_Leeds) has joined the International Advisory Council of the Singapore Global Restructuring Initiative (@smuSGRI), where he joins prominent judges, policymakers &amp; scholars from all over the world. https://t.co/n0F1J3d6GL https://t.co/tzwSOsItT8",international scholars
1.29319E+18,2021-01-06 21:16:15+00:00, ,1.34693E+18,en,0,0,0,0, ,@WSUFinancialAid "Students will be taught by respected and world-renowned scholars in these laboratories." https://t.co/WBlcRWLV9Q #Scholarships #Grants #Students #freestudy,international scholars
1.32619E+18,2021-01-04 11:19:30+00:00, ,1.34605E+18,en,0,0,0,0, ,@FutureSunDevils "Students will be taught by respected and world-renowned scholars in these laboratories." https://t.co/xmNOhhTVVo #scholarship #freestudy,international scholars
2989869037,2021-02-11 14:37:46+00:00, ,1.35987E+18,en,0,0,0,1, ,"RT @IIR_Insolvency: IIR 30(2) focuses on the laws in Brazil, China, Finland, the EU, Singapore and Sweden, all jurisdictions of interest. O＃",international scholars
8.96729E+17,2021-02-11 11:26:18+00:00, ,1.35983E+18,en,2,0,0,1, ,"IIR 30(2) focuses on the laws in Brazil, China, Finland, the EU, Singapore and Sweden, all jurisdictions of interest. Overall, a good selection of articles in this issue contributing to the journal's utility for international and comparative scholars.
@WileyGlobal @INSOLIntl",international scholars
320591150,2021-02-08 10:30:09+00:00, ,1.35872E+18,en,0,0,0,0, ,"Since 2007, #SJII has awarded scholarships worth ~$5.6 million to around 140 local students.

Find out more about our #ScholarshipProgramme and how it is making a difference to the lives of our #scholars: https://t.co/eaYwkYfISX

#SJII #scholarships #IB #singapore https://t.co/QceITNFWkT",international scholars
7.52947E+17,2021-02-04 14:26:00+00:00, ,1.35733E+18,en,5,0,0,0, ,"Ways to #recycle paper &amp; plastic packaging are the results of creative brainstorming in the Global Scholars international e-classroom. Great ideas, Singapore and Eugene, Oregon!  #criticalthinking https://t.co/QjgKPgSliP",international scholars
9.5473E+17,2021-02-04 05:08:49+00:00, ,1.35719E+18,en,0,0,0,6, ,"RT @Ejike2: #Postdoc opportunities 4 scholars from Nigeria, Africa &amp; Asia:

1. Georg Forster postdoctoral fellowship - Germany
2. Matsumae＃",international scholars
1.19866E+18,2021-02-03 20:33:49+00:00, ,1.35706E+18,en,0,0,0,6, ,"RT @Ejike2: #Postdoc opportunities 4 scholars from Nigeria, Africa &amp; Asia:

1. Georg Forster postdoctoral fellowship - Germany
2. Matsumae＃",international scholars
1.3497E+18,2021-02-03 17:31:49+00:00, ,1.35702E+18,en,0,0,0,6, ,"RT @Ejike2: #Postdoc opportunities 4 scholars from Nigeria, Africa &amp; Asia:

1. Georg Forster postdoctoral fellowship - Germany
2. Matsumae＃",international scholars
74579947,2021-02-03 14:38:36+00:00, ,1.35698E+18,en,0,0,0,6, ,"RT @Ejike2: #Postdoc opportunities 4 scholars from Nigeria, Africa &amp; Asia:

1. Georg Forster postdoctoral fellowship - Germany
2. Matsumae＃",international scholars
9.98019E+17,2021-02-03 14:24:30+00:00, ,1.35697E+18,en,0,0,0,6, ,"RT @Ejike2: #Postdoc opportunities 4 scholars from Nigeria, Africa &amp; Asia:

1. Georg Forster postdoctoral fellowship - Germany
2. Matsumae＃",international scholars
1.2761E+18,2021-02-03 13:46:54+00:00, ,1.35696E+18,en,0,0,0,6, ,"RT @Ejike2: #Postdoc opportunities 4 scholars from Nigeria, Africa &amp; Asia:

1. Georg Forster postdoctoral fellowship - Germany
2. Matsumae＃",international scholars
286327878,2021-02-03 13:31:04+00:00, ,1.35696E+18,en,9,0,1,6, ,"#Postdoc opportunities 4 scholars from Nigeria, Africa &amp; Asia:

1. Georg Forster postdoctoral fellowship - Germany
2. Matsumae International Foundation Postdoctoral Fellowship- Japan
3. NTU Presidential Postdoctoral Fellowship - Singapore

1 &amp; 2 need host but 3 doesn't need host",international scholars
2561796669,2021-03-26 11:08:00+00:00, ,1.3754E+18,en,2,0,0,0, ,"Last year, we had scholars (PhD candidates to senior Professors) based in the UK, Australia, Singapore and South Africa discussing international tax, tax education, the relationship with insolvency, statutory interpretation, taxation of oil &amp; gas and business rates",international scholars
1.16843E+18,2021-03-22 07:14:27+00:00, ,1.3739E+18,en,0,0,1,0, ,"As an example, the number of scientific publications of Indonesian scholars in reputable international journals are around 9,000 which is behind the three neighbouring countries mentioned earlier (Malaysia 23,000; Singapore 17,000; and Thailand 13,000).",international scholars
1.25068E+18,2021-04-29 06:40:22+00:00, ,1.38766E+18,en,0,0,0,1, ,"Continuing the objective of the #IAIC series to work with researchers, scholars and practitioners to raise up the interaction and cooperation of #Innovation, #Sustainability, #Technology and #Investment. Join IAIC2021 now  ? https://t.co/vHGxWePsQS

https://t.co/i3hv9ZJuUF",international scholars
